id1	name1	id2	name2	Contigs_k20	Proteins_k8:all	Proteins_k8:PhenTrnaSyntAlph	Proteins_k8:PolyNucl	Proteins_k8:DnaDireRnaPolyBeta3	Profile_roles.to.use	SSU_k20	ANI_chunk1020.I30,M>35	Genes_k20:all	Taxonomic
2849650.10	Salsipaludibacter albus AS10	2849650.3	Nitriliruptoria bacterium AS10	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0009	  0.0000
2849650.10	Salsipaludibacter albus AS10	2849650.4	Nitriliruptoria bacterium AS10	  0.0000	  0.0019	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0019	  0.0000
2849650.10	Salsipaludibacter albus AS10	2849650.6	Nitriliruptoria bacterium AS10	  0.0000	  0.0019	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0019	  0.0000
2852100.3	Candidatus Phytoplasma sp. AldY-WA1	131152.5	Candidatus Phytoplasma vitis CH	  0.6801	  0.3469	  0.4262	  0.2194	  0.1648	  0.0670	  0.0651	  0.0354	  0.4707	  0.0078
2852100.3	Candidatus Phytoplasma sp. AldY-WA1	2852100.4	Candidatus Phytoplasma sp. AldY-WA1	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
2852100.3	Candidatus Phytoplasma sp. AldY-WA1	2852100.5	Candidatus Phytoplasma sp. AldY-WA1	  0.0000	  0.0123	  0.0000	  0.0000	  0.0000	  0.0043	  0.0000	  0.0000	  0.0000	  0.0000
2852100.3	Candidatus Phytoplasma sp. AldY-WA1	35773.3	Candidatus Phytoplasma luffae strain NCHU2019	  0.9889	  0.9423	  0.9091	  0.9408	  0.8463	  0.1708	  0.7438	  0.1862	  0.9863	  0.0078
2855394.3	Crassaminicella sp. 143-21	1286698.4	Crassaminicella profunda strain Ra1766H	  0.9789	  0.8116	  0.5439	  0.5400	  0.4683	  0.1763	  0.6470	  0.1364	  0.9570	  0.0078
2855394.3	Crassaminicella sp. 143-21	1286698.6	Crassaminicella profunda strain Ra1766H	  0.9789	  0.8124	  0.5439	  0.5400	  0.4683	  0.1772	  0.6470	  0.1364	  0.9569	  0.0078
2855394.3	Crassaminicella sp. 143-21	1417629.3	Anaerosolibacter carboniphilus strain DSM 103526	  0.9989	  0.9427	  0.9007	  0.8363	  0.6426	  0.2222	  0.7331	  0.2151	  0.9980	  0.0156
2855394.3	Crassaminicella sp. 143-21	2599308.3	Crassaminicella sp. SY095	  0.9872	  0.8436	  0.6531	  0.6122	  0.4997	  0.1356	  0.6121	  0.1635	  0.9791	  0.0078
2872312.3	Kordiimonas sp. A6E486	2742204.3	Methyloligella sp. GL2	  0.9993	  0.9846	  0.9172	  0.9198	  0.8193	  0.2787	  0.8271	  0.2103	  0.9989	  0.0625
2872312.3	Kordiimonas sp. A6E486	2872312.6	Kordiimonas sp. A6E486	  0.0000	  0.0062	  0.0000	  0.0000	  0.0000	 -0.0000	  0.0000	  0.0000	  0.0049	  0.0000
2872312.3	Kordiimonas sp. A6E486	2917717.3	Kordiimonas sp. 5E331	  0.9991	  0.8996	  0.7384	  0.8329	  0.6340	  0.0898	  0.6573	  0.2151	  0.9988	  0.0078
2872312.3	Kordiimonas sp. A6E486	637679.5	Kordiimonas lacus strain CGMCC 1.9109	  0.9957	  0.8740	  0.6841	  0.7917	  0.5167	  0.0945	  0.6041	  0.1940	  0.9923	  0.0078
2883571.10	Candidatus Microgenomatus sp. strain BE2012_3_53_27	2715251.20	Candidatus Paceibacter sp. strain BE2011_2_54_9	  0.0667	  0.0323	  0.0000	  0.0000	  0.3737	  0.0193	  0.1226	  0.0003	  0.0265	  0.2500
2883571.10	Candidatus Microgenomatus sp. strain BE2012_3_53_27	2715251.35	Candidatus Paceibacter sp. strain BE2011_2_54_9	  0.0667	  0.0323	  0.0000	  0.0000	  0.3737	  0.0193	  0.1226	  0.0003	  0.0265	  0.2500
2883571.10	Candidatus Microgenomatus sp. strain BE2012_3_53_27	2715251.50	Candidatus Paceibacter sp. BE2011_2_54_9	  0.0667	  0.0323	  0.0000	  0.0000	  0.3737	  0.0193	  0.1226	  0.0003	  0.0265	  0.2500
2883571.10	Candidatus Microgenomatus sp. strain BE2012_3_53_27	2883571.58	Candidatus Microgenomatus sp. BE2012_3_53_27	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000
2883571.16	Candidatus Microgenomatus sp. strain BE2012_45_76	2883563.3	Candidatus Chazhemtobacterium sp. strain BE2011_45_8	  0.3294	  0.2251	  0.0000	  0.3472	  0.0000	  0.1223	  0.0324	  0.0030	  0.1025	  0.2500
2883571.16	Candidatus Microgenomatus sp. strain BE2012_45_76	2883563.4	Candidatus Chazhemtobacterium sp. strain BE2011_45_8	  0.3294	  0.2251	  0.0000	  0.3472	  0.0000	  0.1223	  0.0324	  0.0030	  0.1025	  0.2500
2883571.16	Candidatus Microgenomatus sp. strain BE2012_45_76	2883563.9	Candidatus Chazhemtobacterium sp. BE2011_45_8	  0.3294	  0.2251	  0.0000	  0.3472	  0.0000	  0.1223	  0.0324	  0.0030	  0.1025	  0.2500
2883571.16	Candidatus Microgenomatus sp. strain BE2012_45_76	2883571.8	Candidatus Microgenomatus sp. strain BE2012_45_76	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	 -0.0000	  0.0000	  0.0000	  0.0000	  0.0000
289376.4	Thermodesulfovibrio yellowstonii DSM 11347	1871110.4	Thermodesulfovibrio sp. N1	  0.9935	  0.8289	  0.6034	  0.8502	  0.5761	  0.0918	  0.5050	  0.1840	  0.9928	  0.0078
289376.4	Thermodesulfovibrio yellowstonii DSM 11347	2580394.3	Thermodesulfovibrio sp. Kuro-1	  0.2672	  0.1073	  0.0000	  0.0000	  0.0242	  0.0235	  0.0616	  0.0092	  0.1577	  0.0078
289376.4	Thermodesulfovibrio yellowstonii DSM 11347	340095.3	Thermodesulfovibrio thiophilus strain AS04akNAM_131	  0.9932	  0.8434	  0.6794	  0.7558	  0.5618	  0.0757	  0.6074	  0.1827	  0.9916	  0.0078
289376.4	Thermodesulfovibrio yellowstonii DSM 11347	70125.100	Nitrospira sp. strain K_DeepCast_250m_m1_045	  0.9996	  0.9780	  0.9068	  0.9635	  0.8996	  0.2435	  0.8912	  0.2210	  0.9997	  0.1250
2898660.6	Portibacter sp. 10MBP4-2-1	2760807.100	Lewinellaceae bacterium HK-STAS-BACT-22	  0.9998	  0.9676	  0.8825	  0.9048	  0.6532	  0.2291	  0.7932	  0.1206	  0.9999	  0.0313
2898660.6	Portibacter sp. 10MBP4-2-1	2760807.60	Lewinellaceae bacterium strain HK-STAS-BACT-39	  0.9999	  0.9676	  0.8731	  0.9185	  0.6496	  0.2415	  0.8432	  0.1645	  0.9999	  0.0313
2898660.6	Portibacter sp. 10MBP4-2-1	2760807.88	Lewinellaceae bacterium HK-STAS-BACT-40	  0.9999	  0.9755	  0.9110	  0.9121	  0.7547	  0.2348	  0.8752	  0.1410	  0.9999	  0.0313
2898660.6	Portibacter sp. 10MBP4-2-1	2898660.7	Portibacter sp. 10MBP4-2-1	  0.0000	  0.0019	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0028	  0.0000
292415.6	Thiobacillus denitrificans ATCC 25259	1675686.5	Sulfurifustis variabilis strain skN76	  0.9981	  0.9805	  0.9167	  0.9169	  0.8657	  0.2275	  0.9278	  0.2167	  0.9975	  0.1250
292415.6	Thiobacillus denitrificans ATCC 25259	1895858.3	Thiobacillus sp. 0-1251	  0.9859	  0.7805	  0.6004	  0.3286	  0.3779	  0.0880	  0.3403	  0.1598	  0.9763	  0.0078
292415.6	Thiobacillus denitrificans ATCC 25259	38080.24	Nitrosospira sp. strain SCN18_31_3_15_R1_B_56_42	  0.9993	  0.9733	  0.8781	  0.8740	  0.8128	  0.2304	  0.7798	  0.2041	  0.9995	  0.0313
292415.6	Thiobacillus denitrificans ATCC 25259	915.3	Nitrosomonas europaea strain OLB2	  0.9995	  0.9746	  0.8693	  0.8889	  0.8541	  0.2523	  0.8220	  0.1703	  0.9998	  0.0313
2928472.3	Acuticoccus sp. I52.16.1	1120983.3	Amorphus coralli DSM 19760	  0.9965	  0.9614	  0.9044	  0.7943	  0.6994	  0.1979	  0.7435	  0.1946	  0.9940	  0.0156
2928472.3	Acuticoccus sp. I52.16.1	2184697.7	Acuticoccus sediminis DP8Y115-3	  0.9716	  0.7614	  0.3973	  0.5284	  0.3390	  0.1026	  0.5059	  0.1457	  0.9525	  0.0078
2928472.3	Acuticoccus sp. I52.16.1	2928472.5	Acuticoccus sp. I52.16.1	  0.0000	  0.0053	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0000	  0.0039	  0.0000
2928472.3	Acuticoccus sp. I52.16.1	538381.58	Stappia indica FXH-213	  0.9964	  0.9690	  0.9029	  0.8121	  0.7449	  0.2151	  0.7187	  0.2021	  0.9944	  0.0313
29391.22	Gemella morbillorum strain FDAARGOS_741 strain Not applicable	1379.120	Gemella haemolysans strain FDAARGOS_740	  0.9756	  0.6969	  0.7143	  0.4711	  0.4020	  0.0483	  0.2676	  0.1466	  0.9463	  0.0078
29391.22	Gemella morbillorum strain FDAARGOS_741 strain Not applicable	1379.125	Gemella haemolysans strain FDAARGOS_1500 strain Not applicable	  0.9838	  0.7180	  0.7093	  0.5060	  0.4019	  0.0562	  0.2634	  0.1551	  0.9482	  0.0078
29391.22	Gemella morbillorum strain FDAARGOS_741 strain Not applicable	502393.3	Gemella asaccharolytica strain KA00071	  0.9967	  0.9270	  0.9119	  0.8456	  0.7089	  0.1609	  0.6890	  0.1841	  0.9914	  0.0078
29391.22	Gemella morbillorum strain FDAARGOS_741 strain Not applicable	562982.3	Gemella morbillorum M424	  0.0041	  0.0150	  0.0000	  0.0000	  0.0000	  0.0043	  0.0409	  0.0002	  0.0128	  0.0039
295405.11	Bacteroides fragilis YCH46	1339272.3	Bacteroides fragilis str. J-38-1	  0.3682	  0.1530	  0.0000	  0.0000	  0.1006	  0.0137	  0.0844	  0.0076	  0.2180	  0.0039
295405.11	Bacteroides fragilis YCH46	28116.191	Bacteroides ovatus strain AM14-40	  0.9886	  0.7675	  0.5565	  0.5164	  0.4382	  0.1159	  0.6208	  0.1490	  0.9793	  0.0078
295405.11	Bacteroides fragilis YCH46	2840783.3	Candidatus Enterocola intestinipullorum BRZ_EK__bin20	  0.9998	  0.9735	  0.9043	  0.8795	  1.0000	  0.2530	  0.8806	  0.2246	  0.9997	  0.0313
295405.11	Bacteroides fragilis YCH46	310300.41	Bacteroides pyogenes strain DD34	  0.9929	  0.8124	  0.5992	  0.6255	  0.4710	  0.1181	  0.7593	  0.1556	  0.9864	  0.0078
29554.3	Mycoplasma canadense HAZ360_1	1188233.3	Mycoplasma auris 15026	  0.9915	  0.8299	  0.8384	  0.0000	  0.6217	  0.0703	  0.4783	  0.1775	  0.9838	  0.0078
29554.3	Mycoplasma canadense HAZ360_1	1188236.3	Mycoplasma arginini 7264	  0.9838	  0.7397	  0.7706	  0.0000	  0.4625	  0.0495	  0.3745	  0.1635	  0.9659	  0.1250
29554.3	Mycoplasma canadense HAZ360_1	2094.20	Mycoplasma arginini strain HAZ145_1	  0.9843	  0.7367	  0.7505	  0.0000	  0.4545	  0.0487	  0.3125	  0.1610	  0.9659	  0.1250
29554.3	Mycoplasma canadense HAZ360_1	2094.45	Mycoplasma arginini strain NCTC10129	  0.9847	  0.7621	  0.7681	  0.0000	  0.4625	  0.0917	  0.3059	  0.1636	  0.9664	  0.1250
29559.30	Mycoplasma hyosynoviae strain NPL7	2726117.3	Mycoplasma sp. C264-NAS	  0.9969	  0.9334	  0.8975	  0.0000	  0.7778	  0.1005	  0.6417	  0.1789	  0.9975	  0.1250
29559.30	Mycoplasma hyosynoviae strain NPL7	29559.29	Mycoplasma hyosynoviae strain NPL6	  0.0124	  0.0297	  0.0000	  0.0000	  0.0000	  0.0064	  0.0611	  0.0015	  0.0094	  0.0000
29559.30	Mycoplasma hyosynoviae strain NPL7	29559.53	Metamycoplasma hyosynoviae B1	  0.3763	  0.1630	  0.0994	  0.0000	  0.0487	  0.0107	  0.1476	  0.0195	  0.2431	  0.0000
29559.30	Mycoplasma hyosynoviae strain NPL7	29559.55	Metamycoplasma hyosynoviae B7	  0.3747	  0.1631	  0.0994	  0.0000	  0.0487	  0.0064	  0.1476	  0.0181	  0.2533	  0.0000
297314.1191	uncultured Lachnospiraceae bacterium min17_bin08	1650663.5	Fournierella massiliensis strain AM2	  0.9990	  0.9884	  0.8574	  0.9735	  0.9019	  0.2880	  0.9548	  0.1488	  0.9999	  0.0313
297314.1191	uncultured Lachnospiraceae bacterium min17_bin08	1650663.7	Fournierella massiliensis strain MGYG-HGUT-01527	  0.9990	  0.9884	  0.8574	  0.9735	  0.9019	  0.2871	  0.9548	  0.1488	  0.9999	  0.0313
297314.1191	uncultured Lachnospiraceae bacterium min17_bin08	1965588.3	Anaerofilum sp. An201 strain An201	  0.9997	  0.9874	  0.8729	  0.9832	  0.8962	  0.2602	  0.9515	  0.1886	  0.9999	  0.0313
297314.1191	uncultured Lachnospiraceae bacterium min17_bin08	297314.1194	uncultured Lachnospiraceae bacterium min17_bin25	  0.9525	  0.5833	  0.2198	  0.2078	  0.1749	  0.0679	  0.3347	  0.1141	  0.8984	  0.0000
300852.9	Thermus thermophilus HB8	1123390.3	Thermus oshimai DSM 12092	  0.9577	  0.7937	  0.6864	  0.5982	  0.4778	  0.0575	  0.7644	  0.1548	  0.9404	  0.0078
300852.9	Thermus thermophilus HB8	274.49	Thermus thermophilus strain N-1	  0.0393	  0.0405	  0.0000	  0.0000	  0.0000	  0.0105	  0.0027	  0.0004	  0.0162	  0.0039
300852.9	Thermus thermophilus HB8	274.72	Thermus thermophilus strain AA2-2	  0.5565	  0.2651	  0.1308	  0.1098	  0.0284	  0.0328	  0.0456	  0.0205	  0.3934	  0.0039
300852.9	Thermus thermophilus HB8	276.5	Thermus filiformis ATCC 43280	  0.9679	  0.8479	  0.8042	  0.7677	  0.6404	  0.0762	  0.6783	  0.1660	  0.9582	  0.0078
309801.4	Thermomicrobium roseum DSM 5159	1129897.3	Nitrolancetus hollandicus Lb	  0.9995	  0.9771	  0.8941	  0.9502	  0.8390	  0.2328	  0.9375	  0.2296	  0.9994	  0.0625
309801.4	Thermomicrobium roseum DSM 5159	500.10	Thermomicrobium roseum strain SpSt-171	  0.9963	  0.7431	  0.6706	  0.5782	  0.3686	  0.0278	  0.4746	  0.1908	  0.9965	  0.0039
309801.4	Thermomicrobium roseum DSM 5159	500.5	Thermomicrobium roseum strain SpSt-283	  0.9965	  0.7451	  0.6706	  0.5782	  0.3686	  0.0298	  0.4754	  0.1934	  0.9964	  0.0039
309801.4	Thermomicrobium roseum DSM 5159	500.9	Thermomicrobium roseum strain SpSt-222	  0.9962	  0.7445	  0.6706	  0.5782	  0.3686	  0.0306	  0.4754	  0.1913	  0.9963	  0.0039
309807.25	Salinibacter ruber DSM 13855	1469170.3	Longimonas halophila strain KCTC 42399	  0.9987	  0.9554	  0.8714	  0.8578	  0.8137	  0.1663	  0.8338	  0.2090	  0.9981	  0.2500
309807.25	Salinibacter ruber DSM 13855	146919.100	Salinibacter ruber SP3049	  0.4302	  0.1297	  0.0000	  0.0000	  0.0000	  0.0265	  0.0092	  0.0112	  0.2211	  0.0039
309807.25	Salinibacter ruber DSM 13855	146919.66	Salinibacter ruber SD10	  0.2759	  0.0840	  0.0000	  0.0000	  0.0000	  0.0085	  0.0092	  0.0080	  0.1422	  0.0039
309807.25	Salinibacter ruber DSM 13855	146919.71	Salinibacter ruber SP3044	  0.5231	  0.1713	  0.0475	  0.0224	  0.0000	  0.0190	  0.4048	  0.0189	  0.3383	  0.0039
312284.4	marine actinobacterium PHSC20C1	150122.12	Curtobacterium herbarum P420/07	  0.9989	  0.9508	  0.8547	  0.7888	  0.6389	  0.2111	  0.6779	  0.1935	  0.9982	  0.0625
312284.4	marine actinobacterium PHSC20C1	2792038.3	Salinibacterium sp. NK8237	  0.9832	  0.6774	  0.3663	  0.2438	  0.2005	  0.0785	  0.3145	  0.1607	  0.9672	  0.0625
312284.4	marine actinobacterium PHSC20C1	33881.6	Curtobacterium luteum strain JCM 1480	  0.9989	  0.9502	  0.8567	  0.7760	  0.6476	  0.2045	  0.6727	  0.2038	  0.9983	  0.0625
312284.4	marine actinobacterium PHSC20C1	551682.4	uncultured Candidatus Aquiluna sp. strain 0.2_20180515_Bin_187_sub_1	  0.9993	  0.9720	  0.9181	  0.8912	  0.8803	  0.2273	  0.7861	  0.1814	  0.9994	  0.0625
314254.5	Oceanicaulis sp. HTCC2633	1526572.6	Aquisalinus flavus D11M-2	  0.9985	  0.9770	  0.9017	  0.9129	  0.8070	  0.1824	  0.8332	  0.2143	  0.9977	  0.0625
314254.5	Oceanicaulis sp. HTCC2633	1924941.16	Oceanicaulis sp. strain PB-A1_LS01-2011-a	  0.9687	  0.6522	  0.3770	  0.6698	  0.3261	  0.0589	  0.3170	  0.1491	  0.9490	  0.0078
314254.5	Oceanicaulis sp. HTCC2633	2029849.5	Marinicauda algicola strain RMAR8-3	  0.9948	  0.9098	  0.6685	  0.7628	  0.6357	  0.0986	  0.7478	  0.1910	  0.9910	  0.0156
314254.5	Oceanicaulis sp. HTCC2633	2135793.3	Marinicauda sp. WD6-1	  0.9947	  0.9109	  0.7487	  0.8180	  0.6541	  0.0916	  0.7256	  0.1959	  0.9918	  0.0156
314285.4	Congregibacter litoralis KT71	1121937.15	Haliea salexigens DSM 19537	  0.9958	  0.9360	  0.8660	  0.7451	  0.6660	  0.1454	  0.5980	  0.1530	  0.9978	  0.0156
314285.4	Congregibacter litoralis KT71	1852021.4	Parahaliea aestuarii strain S2-26	  0.9988	  0.9385	  0.9000	  0.7316	  0.6486	  0.1718	  0.6398	  0.2018	  0.9983	  0.0156
314285.4	Congregibacter litoralis KT71	1969833.3	Cobetia sp. QF-1 strain QF-1	  0.9997	  0.9826	  0.8645	  0.9349	  0.8226	  0.2952	  0.8632	  0.1865	  0.9996	  0.0625
314285.4	Congregibacter litoralis KT71	566466.4	gamma proteobacterium NOR5-3	  0.9940	  0.7359	  0.5268	  0.4177	  0.2987	  0.0646	  0.1964	  0.1804	  0.9933	  0.0625
314344.7	Mariprofundus ferrooxydans strain JV-1	1485545.4	Ghiorsea bivora strain TAG-1	  0.9993	  0.9479	  0.8402	  0.7701	  0.8404	  0.1522	  0.7394	  0.1899	  0.9997	  0.0625
314344.7	Mariprofundus ferrooxydans strain JV-1	2608715.3	Mariprofundus sp. KV	  0.9970	  0.8822	  0.6980	  0.6715	  0.6787	  0.0894	  0.5466	  0.1937	  0.9962	  0.0078
314344.7	Mariprofundus ferrooxydans strain JV-1	2608716.3	Mariprofundus sp. NF	  0.9972	  0.8848	  0.6629	  0.6676	  0.6819	  0.0881	  0.5590	  0.2014	  0.9962	  0.0078
314344.7	Mariprofundus ferrooxydans strain JV-1	314345.13	Mariprofundus ferrooxydans PV-1	  0.0687	  0.0324	  0.0000	  0.0000	  0.0000	  0.0136	  0.0000	  0.0003	  0.0165	  0.0039
317018.4	Nesterenkonia jeotgali strain CD08_7	1848599.3	Arthrobacter sp. MYb222	  0.9981	  0.9600	  0.8491	  0.7936	  0.7535	  0.1882	  0.6226	  0.2015	  0.9969	  0.0156
317018.4	Nesterenkonia jeotgali strain CD08_7	317018.11	Nesterenkonia jeotgali strain DSM 19081	  0.3537	  0.1352	  0.0894	  0.0631	  0.0000	  0.0199	  0.0189	  0.0128	  0.2224	  0.0000
317018.4	Nesterenkonia jeotgali strain CD08_7	37923.35	Rothia kristinae alder54	  0.9961	  0.9666	  0.9211	  0.8081	  0.7995	  0.1920	  0.7171	  0.1972	  0.9929	  0.0156
317018.4	Nesterenkonia jeotgali strain CD08_7	37930.6	Glutamicibacter protophormiae strain DSM 20168	  0.9973	  0.9599	  0.8604	  0.8042	  0.7521	  0.1721	  0.6500	  0.1971	  0.9950	  0.0156
321332.11	Synechococcus sp. JA-2-3B'a(2-13)	1351840.4	Synechococcus sp. 65AY6Li	  0.9370	  0.6235	  0.5414	  0.4657	  0.6385	  0.0591	  0.6341	  0.1295	  0.9190	  0.0078
321332.11	Synechococcus sp. JA-2-3B'a(2-13)	1353265.4	Synechococcus sp. 65AY6A5	  0.9418	  0.6329	  0.5414	  0.4657	  0.2508	  0.0587	  0.6339	  0.1315	  0.9243	  0.0078
321332.11	Synechococcus sp. JA-2-3B'a(2-13)	1353266.4	Synechococcus sp. 63AY4M2	  0.9398	  0.6310	  0.5414	  0.4657	  0.2508	  0.0527	  0.6339	  0.1304	  0.9234	  0.0078
321332.11	Synechococcus sp. JA-2-3B'a(2-13)	195250.3	Synechococcus sp. PCC 7336	  0.9994	  0.9600	  0.8900	  0.8959	  0.7269	  0.1672	  0.8797	  0.2155	  0.9992	  0.0078
321955.4	Brevibacterium linens BL2	1280376.4	Spelaeicoccus albus DSM 26341	  0.9989	  0.9660	  0.9092	  0.8374	  0.7285	  0.1895	  0.7475	  0.2111	  0.9985	  0.0156
321955.4	Brevibacterium linens BL2	1703.24	Brevibacterium linens strain 962_8	  0.5103	  0.2230	  0.0000	  0.2307	  0.0000	  0.0247	  0.0732	  0.0239	  0.2979	  0.0039
321955.4	Brevibacterium linens BL2	2776916.3	Brevibacterium renqingii strain REN4-1	  0.9862	  0.7964	  0.5408	  0.6127	  0.3207	  0.0744	  0.4542	  0.1651	  0.9765	  0.0078
321955.4	Brevibacterium linens BL2	2898795.3	Brevibacterium sp. HY170	  0.8597	  0.4271	  0.4404	  0.2002	  0.0408	  0.0486	  0.2355	  0.0727	  0.7698	  0.0078
321961.3	Wheat blue dwarf phytoplasma	1193712.3	'Catharanthus roseus' aster yellows phytoplasma strain De Villa	  0.8249	  0.5121	  0.5044	  0.4558	  0.2182	  0.0416	  0.2422	  0.0649	  0.7281	  0.0078
321961.3	Wheat blue dwarf phytoplasma	186171.3	Mulberry dwarf phytoplasma strain MDGZ-01	  0.8260	  0.5075	  0.4385	  0.3743	  0.1901	  0.0311	  0.2236	  0.0620	  0.7233	  0.0078
321961.3	Wheat blue dwarf phytoplasma	2490543.3	Rapeseed phyllody phytoplasma strain RP166	  0.8099	  0.5008	  0.4670	  0.4054	  0.2081	  0.0275	  0.2339	  0.0648	  0.7176	  0.0078
321961.3	Wheat blue dwarf phytoplasma	69896.6	Candidatus Phytoplasma solani strain SA-1	  0.9902	  0.8975	  0.9161	  0.9001	  0.7138	  0.1146	  0.6384	  0.1863	  0.9916	  0.0078
321967.11	Lactobacillus casei ATCC 334	1051650.4	Lactobacillus casei 12A	  0.4344	  0.1746	  0.0000	  0.0000	  0.0059	  0.0339	  0.1441	  0.0137	  0.2925	  0.0078
321967.11	Lactobacillus casei ATCC 334	1457191.3	Lactobacillus rhamnosus E800	  0.9846	  0.6549	  0.4322	  0.0000	  0.1929	  0.0666	  0.2013	  0.1615	  0.9801	  0.0078
321967.11	Lactobacillus casei ATCC 334	1597.882	Lacticaseibacillus paracasei strain MYD3	  0.4256	  0.1538	  0.0000	  0.0000	  0.0059	  0.0321	  0.0468	  0.0126	  0.2815	  0.0039
321967.11	Lactobacillus casei ATCC 334	2675299.3	Lactobacillus sp. DCY120	  0.9993	  0.9741	  0.9087	  0.0000	  0.7822	  0.2541	  0.8251	  0.1733	  0.9996	  0.0156
324057.4	Paenibacillus sp. JDR-2	1220565.3	Paenibacillus glycanilyticus NBRC 16618	  0.8636	  0.3693	  0.1333	  0.1137	  0.1261	  0.0301	  0.3122	  0.0739	  0.7989	  0.0078
324057.4	Paenibacillus sp. JDR-2	429341.3	Paenibacillus montaniterrae strain J40TS1	  0.9990	  0.9262	  0.8234	  0.6804	  0.5437	  0.1741	  0.6317	  0.2012	  0.9981	  0.0078
324057.4	Paenibacillus sp. JDR-2	44252.19	Paenibacillus macerans MER 50.2	  0.9992	  0.9459	  0.9075	  0.7831	  0.5643	  0.2260	  0.7292	  0.2076	  0.9984	  0.0078
324057.4	Paenibacillus sp. JDR-2	494026.3	Paenibacillus glacialis strain DSM 22343	  0.9995	  0.9491	  0.8402	  0.7619	  0.6293	  0.2158	  0.7629	  0.1917	  0.9992	  0.0078
324602.8	Chloroflexus aurantiacus J-10-fl	2779161.4	Kouleothrix sp. strain Ribe_18-Q3-R11-54_MAXAC.235	  0.9996	  0.9682	  0.8981	  0.8909	  0.7050	  0.2256	  0.9210	  0.2121	  0.9994	  0.0313
324602.8	Chloroflexus aurantiacus J-10-fl	326427.4	Chloroflexus aggregans DSM 9485	  0.9965	  0.6993	  0.5195	  0.4980	  0.4083	  0.0312	  0.7292	  0.1938	  0.9944	  0.0078
324602.8	Chloroflexus aurantiacus J-10-fl	480224.3	Chloroflexus sp. Y-400-fl	  0.0050	  0.0130	  0.0000	  0.0000	  0.0000	  0.0064	  0.0323	  0.0005	  0.0126	  0.0039
324602.8	Chloroflexus aurantiacus J-10-fl	867845.4	Chloroflexus sp. Y-396-1	  0.9955	  0.6517	  0.4093	  0.4656	  0.2841	  0.0274	  0.6016	  0.1876	  0.9940	  0.0078
33033.4	Parvimonas micra KCOM 1535; ChDC B708	1408286.3	Parvimonas micra A293	  0.5299	  0.1837	  0.1345	  0.0227	  0.0000	  0.0057	  0.0974	  0.0267	  0.3711	  0.0039
33033.4	Parvimonas micra KCOM 1535; ChDC B708	2899727.7	Peptoniphilus sp. Marseille-Q5883	  0.9985	  0.9767	  0.8826	  0.9028	  0.8485	  0.2065	  0.7932	  0.1802	  0.9991	  0.0156
33033.4	Parvimonas micra KCOM 1535; ChDC B708	33033.16	Parvimonas micra strain KCOM 1037	  0.5153	  0.1749	  0.1345	  0.1943	  0.0623	  0.0129	  0.0279	  0.0239	  0.3440	  0.0000
33033.4	Parvimonas micra KCOM 1535; ChDC B708	411465.10	Parvimonas micra ATCC 33270	  0.5156	  0.1639	  0.1345	  0.1514	  0.0000	  0.0080	  0.0000	  0.0253	  0.3500	  0.0039
330779.12	Sulfolobus acidocaldarius DSM 639	111955.6	Sulfurisphaera tokodaii strain UBA8838	  0.9990	  0.9278	  0.9327	  0.0000	  0.0000	  0.0785	  0.7717	  0.2246	  0.9988	  0.0156
330779.12	Sulfolobus acidocaldarius DSM 639	2512240.3	Sulfolobus sp. S-194	  0.9991	  0.9319	  0.9389	  0.0000	  0.0000	  0.0970	  0.8467	  0.2255	  0.9988	  0.0078
330779.12	Sulfolobus acidocaldarius DSM 639	2824673.3	Stygiolobus sp. KN-1	  0.9992	  0.9277	  0.8949	  0.0000	  0.0000	  0.1017	  0.7131	  0.2068	  0.9992	  0.0156
330779.12	Sulfolobus acidocaldarius DSM 639	41675.7	Stygiolobus azoricus strain FC6	  0.9990	  0.9267	  0.9172	  0.0000	  0.0000	  0.1164	  0.6895	  0.2137	  0.9991	  0.0156
331104.5	Blattabacterium sp. (Blattella germanica) str. Bge	1229512.3	Blattabacterium sp. (Panesthia angustipennis spadica) str. BPAA	  0.9684	  0.8122	  0.7992	  0.7583	  0.5631	  0.0314	  0.5437	  0.1502	  0.9700	  0.0078
331104.5	Blattabacterium sp. (Blattella germanica) str. Bge	1653831.14	Blattabacterium cuenoti strain PARATEMsp	  0.9047	  0.6781	  0.6220	  0.6073	  0.4898	  0.0231	  0.5721	  0.0980	  0.9073	  0.0078
331104.5	Blattabacterium sp. (Blattella germanica) str. Bge	1653831.4	Blattabacterium cuenoti strain THEREAreg	  0.9814	  0.8536	  0.9100	  0.8540	  0.6088	  0.0410	  0.6954	  0.1694	  0.9831	  0.0078
